chown: cannot access `/state/partition1/scratch/pbstmp.386996.rocks.hpc.ntnu.no': No such file or directory
chown: cannot access `/state/partition1/scratch/pbstmp.386996.rocks.hpc.ntnu.no': No such file or directory
chown: cannot access `/state/partition1/scratch/pbstmp.386996.rocks.hpc.ntnu.no': No such file or directory
p: 1
error: 2.30664e-09


n: 16384
time: 22928.148985ms
error: 5.75574e-10


t: 5
n: 32
[compute-0-39:13440] *** Process received signal ***
[compute-0-39:13440] Signal: Floating point exception (8)
[compute-0-39:13440] Signal code: Integer divide-by-zero (1)
[compute-0-39:13440] Failing at address: 0x40a863
[compute-0-39:13440] [ 0] /lib64/libpthread.so.0 [0x328000ebe0]
[compute-0-39:13440] [ 1] ../../../release_omp_mpi/ex6(main+0x4e3) [0x40a863]
[compute-0-39:13440] [ 2] /lib64/libc.so.6(__libc_start_main+0xf4) [0x327f81d994]
[compute-0-39:13440] [ 3] ../../../release_omp_mpi/ex6 [0x40a2c9]
[compute-0-39:13440] *** End of error message ***
--------------------------------------------------------------------------
mpirun noticed that process rank 0 with PID 13440 on node compute-0-39.local exited on signal 8 (Floating point exception).
--------------------------------------------------------------------------
[compute-0-39:13444] *** Process received signal ***
[compute-0-39:13444] Signal: Aborted (6)
[compute-0-39:13444] Signal code:  (-6)
[compute-0-39:13447] *** Process received signal ***
[compute-0-39:13447] Signal: Aborted (6)
[compute-0-39:13447] Signal code:  (-6)
[compute-0-39:13444] [ 0] /lib64/libpthread.so.0 [0x328000ebe0]
[compute-0-39:13444] [ 1] /lib64/libc.so.6(gsignal+0x35) [0x327f830285]
[compute-0-39:13444] [ 2] /lib64/libc.so.6(abort+0x110) [0x327f831d30]
[compute-0-39:13444] [ 3] /share/apps/modulessoftware/intel/compilers/11.1.059/lib/intel64/libiomp5.so(__kmp_do_abort+0x2a) [0x2ab7a1585fc2]
[compute-0-39:13444] *** End of error message ***
[compute-0-39:13447] [ 0] /lib64/libpthread.so.0 [0x328000ebe0]
[compute-0-39:13447] [ 1] /lib64/libc.so.6(gsignal+0x35) [0x327f830285]
[compute-0-39:13447] [ 2] /lib64/libc.so.6(abort+0x110) [0x327f831d30]
[compute-0-39:13447] [ 3] /share/apps/modulessoftware/intel/compilers/11.1.059/lib/intel64/libiomp5.so(__kmp_do_abort+0x2a) [0x2b68a220efc2]
[compute-0-39:13447] *** End of error message ***
[compute-0-37:32078] *** Process received signal ***
[compute-0-37:32078] Signal: Aborted (6)
[compute-0-37:32078] Signal code:  (-6)
[compute-0-37:32078] [ 0] /lib64/libpthread.so.0 [0x3021e0ebe0]
[compute-0-37:32078] [ 1] /lib64/libc.so.6(gsignal+0x35) [0x3021630285]
[compute-0-37:32078] [ 2] /lib64/libc.so.6(abort+0x110) [0x3021631d30]
[compute-0-37:32078] [ 3] /share/apps/modulessoftware/intel/compilers/11.1.059/lib/intel64/libiomp5.so(__kmp_do_abort+0x2a) [0x2b96ab4b9fc2]
[compute-0-37:32078] *** End of error message ***
[compute-0-37:32080] *** Process received signal ***
[compute-0-37:32080] Signal: Aborted (6)
[compute-0-37:32080] Signal code:  (-6)
[compute-0-37:32080] [ 0] /lib64/libpthread.so.0 [0x3021e0ebe0]
[compute-0-37:32080] [ 1] /lib64/libc.so.6(gsignal+0x35) [0x3021630285]
[compute-0-37:32080] [ 2] /lib64/libc.so.6(abort+0x110) [0x3021631d30]
[compute-0-37:32080] [ 3] /share/apps/modulessoftware/intel/compilers/11.1.059/lib/intel64/libiomp5.so(__kmp_do_abort+0x2a) [0x2b88e111dfc2]
[compute-0-37:32080] *** End of error message ***
[compute-0-38:03811] *** Process received signal ***
[compute-0-38:03811] Signal: Aborted (6)
[compute-0-38:03811] Signal code:  (-6)
[compute-0-36:15946] *** Process received signal ***
[compute-0-36:15946] Signal: Aborted (6)
[compute-0-36:15946] Signal code:  (-6)

n: 64
time: 609.826088ms
error: 5.58419e-05


n: 128
time: 614.199162ms
error: 1.16896e-05


n: 256
time: 611.253977ms
error: 2.63791e-06


n: 512
time: 612.325907ms
error: 6.23885e-07


n: 1024
time: 525.686026ms
error: 1.5152e-07


n: 2048
time: 677.694082ms
error: 3.73236e-08


n: 4096
time: 1705.430984ms
error: 9.26135e-09


n: 8192
time: 5926.456213ms
error: 2.30664e-09


n: 16384
time: 23130.808115ms
error: 5.75574e-10


t: 6
n: 32
[compute-0-39:16285] *** Process received signal ***
[compute-0-39:16285] Signal: Floating point exception (8)
[compute-0-39:16285] Signal code: Integer divide-by-zero (1)
[compute-0-39:16285] Failing at address: 0x40a863
[compute-0-39:16285] [ 0] /lib64/libpthread.so.0 [0x328000ebe0]
[compute-0-39:16285] [ 1] ../../../release_omp_mpi/ex6(main+0x4e3) [0x40a863]
[compute-0-39:16285] [ 2] /lib64/libc.so.6(__libc_start_main+0xf4) [0x327f81d994]
[compute-0-39:16285] [ 3] ../../../release_omp_mpi/ex6 [0x40a2c9]
[compute-0-39:16285] *** End of error message ***
--------------------------------------------------------------------------
mpirun noticed that process rank 0 with PID 16285 on node compute-0-39.local exited on signal 8 (Floating point exception).
--------------------------------------------------------------------------
[compute-0-39:16288] *** Process received signal ***
[compute-0-39:16288] Signal: Aborted (6)
[compute-0-39:16288] Signal code:  (-6)
[compute-0-39:16291] *** Process received signal ***
[compute-0-39:16291] Signal: Aborted (6)
[compute-0-39:16291] Signal code:  (-6)
[compute-0-39:16288] [ 0] /lib64/libpthread.so.0 [0x328000ebe0]
[compute-0-39:16288] [ 1] /lib64/libc.so.6(gsignal+0x35) [0x327f830285]
[compute-0-39:16288] [ 2] /lib64/libc.so.6(abort+0x110) [0x327f831d30]
[compute-0-39:16288] [ 3] /share/apps/modulessoftware/intel/compilers/11.1.059/lib/intel64/libiomp5.so(__kmp_do_abort+0x2a) [0x2ad9006f4fc2]
[compute-0-39:16288] *** End of error message ***
[compute-0-39:16291] [ 0] /lib64/libpthread.so.0 [0x328000ebe0]
[compute-0-39:16291] [ 1] /lib64/libc.so.6(gsignal+0x35) [0x327f830285]
[compute-0-39:16291] [ 2] /lib64/libc.so.6(abort+0x110) [0x327f831d30]
[compute-0-39:16291] [ 3] /share/apps/modulessoftware/intel/compilers/11.1.059/lib/intel64/libiomp5.so(__kmp_do_abort+0x2a) [0x2b79d0e56fc2]
[compute-0-39:16291] *** End of error message ***
[compute-0-37:00478] *** Process received signal ***
[compute-0-37:00478] Signal: Aborted (6)
[compute-0-37:00478] Signal code:  (-6)
[compute-0-39:16289] *** Process received signal ***
[compute-0-39:16289] Signal: Aborted (6)
[compute-0-39:16289] Signal code:  (-6)
[compute-0-39:16289] [ 0] /lib64/libpthread.so.0 [0x328000ebe0]
[compute-0-39:16289] [ 1] /lib64/libc.so.6(gsignal+0x35) [0x327f830285]
[compute-0-39:16289] [ 2] /lib64/libc.so.6(abort+0x110) [0x327f831d30]
[compute-0-39:16289] [ 3] /share/apps/modulessoftware/intel/compilers/11.1.059/lib/intel64/libiomp5.so(__kmp_do_abort+0x2a) [0x2ad1a0226fc2]
[compute-0-39:16289] *** End of error message ***
[compute-0-38:06687] *** Process received signal ***
[compute-0-38:06687] Signal: Aborted (6)
[compute-0-38:06687] Signal code:  (-6)
[compute-0-38:06690] *** Process received signal ***
[compute-0-38:06690] Signal: Aborted (6)
[compute-0-38:06690] Signal code:  (-6)

n: 64
time: 810.642958ms
error: 5.58419e-05


n: 128
time: 1012.095928ms
error: 1.16896e-05


n: 256
time: 814.552069ms
error: 2.63791e-06


n: 512
time: 811.116934ms
error: 6.23885e-07


n: 1024
time: 834.866047ms
error: 1.5152e-07


n: 2048
time: 986.847878ms
error: 3.73236e-08


n: 4096
time: 1780.071020ms
error: 9.26135e-09


n: 8192
time: 5985.915899ms
error: 2.30664e-09


n: 16384
time: 23675.046921ms
error: 5.75574e-10


p: 9
t: 2
n: 64
time: 305.319071ms
error: 5.17272e-05


n: 128
time: 407.912016ms
error: 1.06522e-05


n: 256
time: 405.605078ms
error: 2.37749e-06


n: 512
time: 3235.501051ms
error: 5.58649e-07


n: 1024
time: 522.759914ms
error: 1.35195e-07


n: 2048
time: 704.637051ms
error: 3.32404e-08


n: 4096
time: 1543.989897ms
error: 8.24029e-09


n: 8192
time: 8584.472179ms
error: 2.05135e-09


n: 16384
time: 22440.877914ms
error: 5.11746e-10


t: 3
n: 64
time: 811.914921ms
error: 5.17272e-05


n: 128
time: 611.975193ms
error: 1.06522e-05


n: 256
time: 608.699083ms
error: 2.37749e-06


n: 512
time: 617.530823ms
error: 5.58649e-07


n: 1024
time: 645.195961ms
error: 1.35195e-07


n: 2048
time: 683.619976ms
error: 3.32404e-08


n: 4096
time: 1452.238083ms
error: 8.24029e-09


n: 8192
time: 6071.380138ms
error: 2.05135e-09


n: 16384
time: 22398.840904ms
error: 5.11746e-10


t: 4
n: 64
time: 614.535093ms
error: 5.17272e-05


n: 128
time: 813.570023ms
error: 1.06522e-05


n: 256
time: 812.753201ms
error: 2.37749e-06


n: 512
time: 816.671848ms
error: 5.58649e-07


n: 1024
time: 675.028086ms
error: 1.35195e-07


n: 2048
time: 689.718962ms
error: 3.32404e-08


n: 4096
time: 1525.279045ms
error: 8.24029e-09


n: 8192
time: 5972.459078ms
error: 2.05135e-09


n: 16384
time: 23320.985079ms
error: 5.11746e-10


t: 5
n: 64
time: 814.540863ms
error: 5.17272e-05


n: 128
time: 614.102125ms
error: 1.06522e-05


n: 256
time: 613.090038ms
error: 2.37749e-06


n: 512
time: 814.422131ms
error: 5.58649e-07


n: 1024
time: 639.622927ms
error: 1.35195e-07


n: 2048
time: 847.386122ms
error: 3.32404e-08


n: 4096
time: 1828.300953ms
error: 8.24029e-09


n: 8192
time: 5502.983093ms
error: 2.05135e-09


n: 16384
time: 21411.581039ms
error: 5.11746e-10


p: 10
t: 2
n: 64
time: 610.054016ms
error: 4.84355e-05


n: 128
time: 609.182119ms
error: 9.82222e-06


n: 256
time: 609.251976ms
error: 2.16915e-06


n: 512
time: 610.929966ms
error: 5.06461e-07


n: 1024
time: 648.254156ms
error: 1.22135e-07


n: 2048
time: 714.696884ms
error: 2.99738e-08


n: 4096
time: 1538.192034ms
error: 7.42344e-09


n: 8192
time: 5085.523129ms
error: 1.84711e-09


n: 16384
time: 23450.526953ms
error: 4.60683e-10


t: 3
n: 64
time: 622.791052ms
error: 4.84355e-05


n: 128
time: 810.764074ms
error: 9.82222e-06


n: 256
time: 810.317993ms
error: 2.16915e-06


n: 512
time: 3235.957146ms
error: 5.06461e-07


n: 1024
time: 851.068974ms
error: 1.22135e-07


n: 2048
time: 1073.837996ms
error: 2.99738e-08


n: 4096
time: 1718.261957ms
error: 7.42344e-09


n: 8192
time: 5684.990168ms
error: 1.84711e-09


n: 16384
time: 22716.244936ms
error: 4.60683e-10


t: 4
n: 64
time: 809.572935ms
error: 4.84355e-05


n: 128
time: 814.507961ms
error: 9.82222e-06


n: 256
time: 834.254026ms
error: 2.16915e-06


n: 512
time: 1010.924816ms
error: 5.06461e-07


n: 1024
time: 839.233875ms
error: 1.22135e-07


n: 2048
time: 875.075102ms
error: 2.99738e-08


n: 4096
time: 1979.661942ms
error: 7.42344e-09


n: 8192
time: 5847.444057ms
error: 1.84711e-09


n: 16384
time: 23085.079908ms
error: 4.60683e-10


p: 11
t: 2
n: 64
time: 740.166187ms
error: 4.57422e-05


n: 128
time: 611.624002ms
error: 9.14317e-06


n: 256
time: 811.609030ms
error: 1.9987e-06


n: 512
time: 1213.526011ms
error: 4.63762e-07


n: 1024
time: 634.304047ms
error: 1.1145e-07


n: 2048
time: 934.877872ms
error: 2.73011e-08


n: 4096
time: 1709.739923ms
error: 6.75511e-09


n: 8192
time: 5496.935844ms
error: 1.68001e-09


n: 16384
time: 21093.183041ms
error: 4.18905e-10


t: 3
n: 64
time: 920.315027ms
error: 4.57422e-05


n: 128
time: 1211.951971ms
error: 9.14317e-06


n: 256
time: 815.888882ms
error: 1.9987e-06


n: 512
time: 640.918016ms
error: 4.63762e-07


n: 1024
time: 838.313103ms
error: 1.1145e-07


n: 2048
time: 871.636152ms
error: 2.73011e-08


n: 4096
time: 1923.058033ms
error: 6.75511e-09


n: 8192
time: 5777.978182ms
error: 1.68001e-09


n: 16384
time: 22953.269958ms
error: 4.18905e-10


t: 4
n: 64
time: 1014.270067ms
error: 4.57422e-05


n: 128
time: 928.807974ms
error: 9.14317e-06


n: 256
time: 1211.914062ms
error: 1.9987e-06


n: 512
time: 1026.484013ms
error: 4.63762e-07


n: 1024
time: 1065.248013ms
error: 1.1145e-07


n: 2048
time: 1086.354017ms
error: 2.73011e-08


n: 4096
time: 1798.097134ms
error: 6.75511e-09


n: 8192
time: 5786.915064ms
error: 1.68001e-09


n: 16384
time: 23131.913900ms
error: 4.18905e-10


p: 12
t: 2
n: 64
time: 622.750044ms
error: 4.34979e-05


n: 128
time: 3312.114000ms
error: 8.57729e-06


n: 256
time: 3385.316849ms
error: 1.85665e-06


n: 512
time: 3234.688997ms
error: 4.28179e-07


n: 1024
time: 881.628990ms
error: 1.02546e-07


n: 2048
time: 1110.827923ms
error: 2.50739e-08


n: 4096
time: 4370.454073ms
error: 6.19817e-09


n: 8192
time: 9555.330992ms
error: 1.54075e-09


n: 16384
time: 21880.503178ms
error: 3.8409e-10


t: 3
n: 64
time: 1216.795921ms
error: 4.34979e-05


n: 128
time: 1619.906902ms
error: 8.57729e-06


n: 256
time: 1224.123001ms
error: 1.85665e-06


n: 512
time: 1593.479872ms
error: 4.28179e-07


n: 1024
time: 1020.617962ms
error: 1.02546e-07


n: 2048
time: 937.801838ms
error: 2.50739e-08


n: 4096
time: 2012.683153ms
error: 6.19817e-09


n: 8192
time: 5263.561010ms
error: 1.54075e-09


n: 16384
time: 22622.403860ms
error: 3.8409e-10


t: 4
n: 64
time: 1502.989769ms
error: 4.34979e-05


n: 128
time: 1210.843086ms
error: 8.57729e-06


n: 256
time: 1421.502829ms
error: 1.85665e-06


n: 512
time: 1824.177980ms
error: 4.28179e-07


n: 1024
time: 1689.064980ms
error: 1.02546e-07


n: 2048
time: 1334.633112ms
error: 2.50739e-08


n: 4096
time: 2163.519144ms
error: 6.19817e-09


n: 8192
time: 7663.323879ms
error: 1.54075e-09


n: 16384
time: 21269.906044ms
error: 3.8409e-10


